1,0,"[18, 15, 19]","[12, -15, -19]",2,799.7876428000163
1,1,"[5, 5, 6]","[-5, 25, -6]",2,793.5180597999133
1,2,"[18, 18, 20]","[-18, -18, 10]",2,799.4229217000538
2,0,"[20, 18, 19]","[10, -18, -19]",0,803.0833954999689
2,1,"[3, 3, 4]","[-3, 27, -4]",2,788.7756654000841
2,2,"[27, 22, 25]","[-27, -22, 5]",0,795.3481916999444
3,0,"[18, 15, 17]","[12, -15, -17]",0,790.72720199998
3,1,"[6, 6, 6]","[-6, 24, -6]",0,781.9630222999258
3,2,"[22, 22, 25]","[-22, -22, 5]",2,798.9421406999463
4,0,"[21, 17, 20]","[9, -17, -20]",0,802.5904627999989
4,1,"[10, 11, 6]","[-10, 19, -6]",1,795.9649742998881
4,2,"[15, 13, 14]","[-15, -13, 16]",0,794.1003592999186
5,0,"[26, 22, 27]","[4, -22, -27]",2,797.2389595999848
5,1,"[11, 9, 11]","[-11, 21, -11]",0,799.0656230999157
5,2,"[20, 20, 20]","[-20, -20, 10]",0,792.409697700059
6,0,"[23, 23, 23]","[7, -23, -23]",0,798.9555152000394
6,1,"[6, 5, 6]","[-6, 25, -6]",0,786.3668885999359
6,2,"[13, 12, 14]","[-13, -12, 16]",2,789.8538152000401
7,0,"[9, 8, 12]","[21, -8, -12]",2,793.9098952999339
7,1,"[6, 6, 6]","[-6, 24, -6]",0,793.9398798000766
7,2,"[25, 24, 24]","[-25, -24, 6]",0,808.5202643999364
8,0,"[22, 22, 22]","[8, -22, -22]",0,804.1425500999903
8,1,"[5, 5, 5]","[-5, 25, -5]",0,789.2273160000332
8,2,"[18, 14, 21]","[-18, -14, 9]",2,793.8416475000558
9,0,"[14, 11, 15]","[16, -11, -15]",2,794.8233846999938
9,1,"[8, 8, 8]","[-8, 22, -8]",0,790.9481058999663
9,2,"[7, 5, 7]","[-7, -5, 23]",0,791.3891711999895
0,0,"[10, 14, 12]","[20, -14, -12]",1,794.7565559999784
0,1,"[7, 6, 6]","[-7, 24, -6]",0,791.1328601000132
0,2,"[16, 18, 17]","[-16, -18, 13]",1,800.4004800999537
1,0,"[18, 15, 19]","[12, -15, -19]",2,800.6294095000485
1,1,"[5, 5, 6]","[-5, 25, -6]",2,799.6617056999821
1,2,"[18, 17, 20]","[-18, -17, 10]",2,790.1871447000885
2,0,"[20, 17, 19]","[10, -17, -19]",0,790.8013403000077
2,1,"[3, 3, 4]","[-3, 27, -4]",2,787.5618938000407
2,2,"[27, 22, 25]","[-27, -22, 5]",0,795.4046847000718
3,0,"[18, 14, 19]","[12, -14, -19]",2,792.6188047999749
3,1,"[6, 6, 6]","[-6, 24, -6]",0,795.2675192999886
3,2,"[22, 22, 25]","[-22, -22, 5]",2,802.1147939000512
4,0,"[21, 17, 20]","[9, -17, -20]",0,805.624545800034
4,1,"[10, 11, 6]","[-10, 19, -6]",1,796.8210221999325
4,2,"[15, 13, 14]","[-15, -13, 16]",0,791.0865462999791
5,0,"[26, 21, 26]","[4, -21, -26]",0,799.6494479000103
5,1,"[11, 8, 10]","[-11, 22, -10]",0,791.0681084999815
5,2,"[20, 20, 20]","[-20, -20, 10]",0,793.3581231998978
6,0,"[23, 22, 23]","[7, -22, -23]",0,805.4238794000121
6,1,"[6, 4, 5]","[-6, 26, -5]",0,790.4676049000118
6,2,"[13, 12, 14]","[-13, -12, 16]",2,798.4529985000845
7,0,"[9, 8, 12]","[21, -8, -12]",2,798.4734446000075
7,1,"[6, 6, 6]","[-6, 24, -6]",0,799.191754499916
7,2,"[25, 23, 24]","[-25, -23, 6]",0,795.2713013000321
8,0,"[22, 21, 22]","[8, -21, -22]",0,799.5273406000342
8,1,"[5, 5, 5]","[-5, 25, -5]",0,794.5716934000375
8,2,"[19, 14, 21]","[-19, -14, 9]",2,795.9320409999928
9,0,"[14, 11, 15]","[16, -11, -15]",2,798.5763145999517
9,1,"[8, 8, 8]","[-8, 22, -8]",0,792.6754578999244
9,2,"[7, 5, 7]","[-7, -5, 23]",0,799.3539057999151
0,0,"[10, 14, 12]","[20, -14, -12]",1,806.7773601000663
0,1,"[7, 7, 6]","[-7, 23, -6]",0,794.306216099998
0,2,"[16, 18, 17]","[-16, -18, 13]",1,788.4946368000237
1,0,"[18, 14, 19]","[12, -14, -19]",2,791.3183758000378
1,1,"[4, 5, 6]","[-4, 25, -6]",2,782.3187634999631
1,2,"[18, 17, 20]","[-18, -17, 10]",2,791.2512448000489
2,0,"[20, 17, 19]","[10, -17, -19]",0,797.9786237999797
2,1,"[3, 3, 4]","[-3, 27, -4]",2,803.6806503999978
2,2,"[26, 22, 25]","[-26, -22, 5]",0,807.3172918999335
3,0,"[18, 13, 18]","[12, -13, -18]",0,799.4556399000576
3,1,"[6, 6, 6]","[-6, 24, -6]",0,788.8466415000148
3,2,"[23, 21, 24]","[-23, -21, 6]",2,797.3582072999561
4,0,"[21, 17, 21]","[9, -17, -21]",0,793.9824726000661
4,1,"[10, 11, 6]","[-10, 19, -6]",1,787.2057731000241
4,2,"[15, 13, 14]","[-15, -13, 16]",0,784.9250292000361
5,0,"[25, 22, 26]","[5, -22, -26]",2,800.0083645000122
5,1,"[10, 10, 10]","[-10, 20, -10]",0,797.574105000007
5,2,"[20, 20, 20]","[-20, -20, 10]",0,810.9135989999631
6,0,"[22, 22, 23]","[8, -22, -23]",2,804.1993841000367
6,1,"[6, 5, 5]","[-6, 25, -5]",0,802.9552228000248
6,2,"[12, 12, 14]","[-12, -12, 16]",2,789.7267879999708
7,0,"[9, 8, 12]","[21, -8, -12]",2,793.3570449999534
7,1,"[6, 6, 5]","[-6, 24, -5]",0,788.2138834999641
7,2,"[25, 21, 24]","[-25, -21, 6]",0,796.8658636000473
8,0,"[22, 21, 22]","[8, -21, -22]",0,800.8322986999992
8,1,"[5, 5, 5]","[-5, 25, -5]",0,822.8328584999545
8,2,"[18, 14, 20]","[-18, -14, 10]",2,805.7994927000254
9,0,"[14, 11, 15]","[16, -11, -15]",2,805.6028780000051
9,1,"[8, 8, 8]","[-8, 22, -8]",0,799.3904113000026
9,2,"[7, 5, 7]","[-7, -5, 23]",0,788.5290353000164
0,0,"[10, 14, 12]","[20, -14, -12]",1,794.0173858000198
0,1,"[7, 7, 6]","[-7, 23, -6]",0,783.7038648000453
0,2,"[16, 18, 17]","[-16, -18, 13]",1,790.1543010000605
1,0,"[18, 14, 19]","[12, -14, -19]",2,804.5474864999996
1,1,"[4, 5, 5]","[-4, 25, -5]",1,796.3505023000762
1,2,"[18, 17, 20]","[-18, -17, 10]",2,802.0958555999678
2,0,"[19, 17, 19]","[11, -17, -19]",0,803.978073400096
2,1,"[3, 3, 4]","[-3, 27, -4]",2,794.0655023000436
2,2,"[25, 22, 25]","[-25, -22, 5]",0,792.1960621000035
3,0,"[18, 12, 18]","[12, -12, -18]",0,794.6500359999482
3,1,"[6, 6, 6]","[-6, 24, -6]",0,790.6765684999991
3,2,"[22, 21, 24]","[-22, -21, 6]",2,796.9471121999668
4,0,"[21, 17, 21]","[9, -17, -21]",0,792.7776403999887
4,1,"[10, 10, 6]","[-10, 20, -6]",0,799.0765619999729
4,2,"[15, 14, 14]","[-15, -14, 16]",0,797.3079040000448
5,0,"[25, 22, 25]","[5, -22, -25]",0,801.4714993999805
5,1,"[10, 10, 10]","[-10, 20, -10]",0,794.7550051999278
5,2,"[20, 20, 20]","[-20, -20, 10]",0,795.838884399971
6,0,"[22, 22, 23]","[8, -22, -23]",2,792.1732168999733
6,1,"[6, 4, 5]","[-6, 26, -5]",0,784.58493370004
6,2,"[12, 12, 13]","[-12, -12, 17]",2,795.45302669995
7,0,"[9, 7, 11]","[21, -7, -11]",2,794.7532043999527
7,1,"[6, 6, 5]","[-6, 24, -5]",0,793.9871231999714
7,2,"[25, 21, 24]","[-25, -21, 6]",0,802.0327708999394
8,0,"[22, 21, 21]","[8, -21, -21]",0,809.8425961999455
8,1,"[5, 5, 5]","[-5, 25, -5]",0,796.4297000999795
8,2,"[17, 14, 20]","[-17, -14, 10]",2,788.982759000035
9,0,"[14, 10, 15]","[16, -10, -15]",2,792.146802400006
9,1,"[8, 8, 8]","[-8, 22, -8]",0,794.0734908999875
9,2,"[7, 5, 7]","[-7, -5, 23]",0,784.9320983999642
0,0,"[10, 13, 12]","[20, -13, -12]",1,801.5039817000506
0,1,"[7, 7, 6]","[-7, 23, -6]",0,794.935879800003
0,2,"[16, 17, 17]","[-16, -17, 13]",1,807.4034966999898
1,0,"[17, 14, 19]","[13, -14, -19]",2,796.7714000999695
1,1,"[4, 4, 5]","[-4, 26, -5]",2,801.1297433000291
1,2,"[18, 17, 19]","[-18, -17, 11]",2,792.4479938000441
2,0,"[19, 17, 19]","[11, -17, -19]",0,815.6173829999752
2,1,"[3, 3, 4]","[-3, 27, -4]",2,1126.4466634999262
2,2,"[23, 21, 26]","[-23, -21, 4]",2,1476.4337993999943
3,0,"[18, 12, 18]","[12, -12, -18]",0,1465.1302152000135
3,1,"[6, 6, 6]","[-6, 24, -6]",0,1456.5023117000237
3,2,"[21, 20, 24]","[-21, -20, 6]",2,1410.3991174999392
4,0,"[21, 17, 21]","[9, -17, -21]",0,829.5432164999656
4,1,"[10, 10, 6]","[-10, 20, -6]",0,790.0979285999201
4,2,"[15, 14, 14]","[-15, -14, 16]",0,795.042828100035
5,0,"[25, 22, 25]","[5, -22, -25]",0,802.7115209000185
5,1,"[10, 10, 10]","[-10, 20, -10]",0,798.1601832999149
5,2,"[20, 20, 20]","[-20, -20, 10]",0,791.7404991999501
6,0,"[22, 21, 23]","[8, -21, -23]",2,796.6930329999886
6,1,"[6, 4, 5]","[-6, 26, -5]",0,792.5509964000667
